"ID","class","toxin_family","Cgodm.CLP2359","Cgodm.CLP2360","Cgodm.CLP2362","Cgodm.CLP2377","Cgodm.CLP2378","Cgodm.CLP2388","average_tpm","stdev_tpm","bcv_tpm","pi","diff_exprs","length","Variant_rate","High_impact","Low_impact","Moderate_impact","Missense","Nonsense","Total_Nonsynonymous","Synonymous","Total_variants","tajimasD","tajimasD_nonsyn","tajimasD_synon","SPvNP","LRT","p_value","CW1","CW2","CW3","UCW1","UCW2","UCW3"
"Cgodm-CLP2359_C18orf32_trinityContig17838_-_CDS","Nontoxin","NT",9.11,38.45,37.28,29.38,28.15,59.75,33.6867,16.5415436603319,0.491040786432981,0.4727272,"FALSE",288,"57",0,0,0,0,0,4,1,5,1.57618,1.3107,1.48617,0.3015412,0.0500671233832009,0.487638589762924,0.92985960542134,0.931177853263167,1,0.991307838565801,0.999368433118836,1.36671290105735
"Cgodm-CLP2359_C1orf43-2_trinityContig22831_-_CDS","Nontoxin","NT",7.76,8.81,8.64,22.43,20.54,19.85,14.6717,6.92756065773997,0.472171640487467,0.2545456,"FALSE",855,"85",0,0,0,0,0,2,8,10,-0.951596,-1.45138,-0.658729,-0.02357288,-0.000560787115318817,0.5,0.020669947695363,0.0949836314486078,1,0.00310820675782191,0.117633185008953,1.12740475131983
"Cgodm-CLP2359_C2orf64_trinityContig31030_-_CDS","Nontoxin","NT",35.66,68.13,37.16,182.36,33.91,56.66,68.98,57.2016940308589,0.829250420859074,0,"FALSE",228,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.483931489584403,0.727965316874235,1,0.535347059948381,0.757453916711836,1.37754666915978
"Cgodm-CLP2359_C7orf59_trinityContig25201_-_CDS","Nontoxin","NT",26.96,12.21,19.1,72.76,33.88,51.39,36.05,22.4763199834848,0.623476282482243,0.166667,"FALSE",321,"321",0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.454177779716771,0.521121792569654,1,0.472575725335132,0.542117470003959,4.23206962301771
"Cgodm-CLP2359_CaRegHSP1_trinityContig12292_-_CDS","Nontoxin","NT",3.11,1.73,1.34,6.26,11.14,4.45,4.6717,3.6497529596764,0.781247288926173,0.4272728,"FALSE",444,"88",0,0,0,0,0,2,3,5,1.07017,0.153065,1.47263,0.42946964,3.76758366298077,0.0760063026643461,0,0,1,0,0,6146.74708960454
"Cgodm-CLP2359_CaUptake-1_trinityContig29315_-_CDS","Nontoxin","NT",5.84,8.07,9.97,16.39,8.81,13.6,10.4467,3.87408139649474,0.370842600677223,0.2075759,"FALSE",1443,"144",0,0,0,0,0,3,7,10,-1.53514,-1.17901,-1.48326,0.06681725,0.0731705418875208,0.482037941364509,0.127728961888299,1,1,0,0,5.33581168241234
"Cgodm-CLP2359_Ccd115_trinityContig22347_-_CDS","Nontoxin","NT",6.28,6.7,8.52,26.16,7.97,10.25,10.98,7.56948346982804,0.68938829415556,0.3030302,"FALSE",627,"62",0,0,0,0,0,5,5,10,-0.349224,0.901504,-1.52733,0.15871765,0,0.5,0,0,0,0.585182498985013,0.715891518474261,11.3881914676671
"Cgodm-CLP2359_Ccd13_trinityContig18076_-_CDS","Nontoxin","NT",6.37,5.92,10.49,4.2,16.68,17.93,10.265,5.84447345789165,0.569359323710828,0.3295455,"FALSE",288,"36",0,0,0,0,0,1,7,8,-0.0192204,-0.194921,0.0259286,0.04918005,0,0.5,0,0,0,0,0.00636104920559547,1.12178967497229
"Cgodm-CLP2359_CCDC126_trinityContig26970_-_CDS","Nontoxin","NT",7.43,10.43,9.6,16.02,11.67,9.28,10.7383,2.94029533663996,0.273813856629071,0,"FALSE",414,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.23547971189323,0.939177323751216,1,0.245185825406666,0.951764247730026,1.44307502998801
"Cgodm-CLP2359_CD59_trinityContig30170_-_CDS","Nontoxin","NT",15.57,30.94,19,47.06,18.61,72.24,33.9033,22.1074002692914,0.652072225101728,0.424242,"FALSE",369,"123",0,0,0,0,0,1,2,3,0.922292,1.06589,0.554178,0.498575333333333,0,0.5,0,0,0,0.312680016380041,0.517573793516567,1.00156369351281
"Cgodm-CLP2359_CellDeath10_trinityContig39653_-_CDS","Nontoxin","NT",7.48,22.82,19.34,43.45,19.98,22.45,22.5867,11.6696078197456,0.516658379477549,0.29545475,"FALSE",639,"159",0,0,0,0,0,0,4,4,-0.379008,0,-0.379008,0.154222875,0,0.5,0,0,0,0,0,1.00233000416703
"Cgodm-CLP2359_CitrateSyn_trinityContig30108_-_CDS","Nontoxin","NT",17.12,20.43,32.27,34.63,36.11,67.41,34.6617,17.8354842005107,0.514558841618002,0.346591,"FALSE",1410,"176",0,0,0,0,0,1,7,8,0.186336,-1.14053,0.486358,0.11235265,0,0.5,0,0,0,0,0,1.00232385504447
"Cgodm-CLP2359_Claudin4-1_trinityContig30844_-_CDS","Nontoxin","NT",74.09,87.84,85.76,102.86,103.01,155.72,101.5467,28.7387415637266,0.283010098444623,0.166667,"FALSE",645,"322",0,0,0,0,0,1,1,2,-1.45138,-1.14053,-1.14053,0.211268,0.327149738435537,0.424551462471053,0.0245658190607188,0.928968494964833,1,0.0288419506326754,0.99936843311882,57.2573139408762
"Cgodm-CLP2359_ConsPlaMem_trinityContig22625_-_CDS","Nontoxin","NT",9.08,5.43,13.16,10.21,6.32,18.48,10.4467,4.81698522591326,0.461101134895543,0.261364,"FALSE",405,"101",0,0,0,0,0,0,4,4,-0.741088,0,-0.741088,0.06670225,0,0.5,0,0,0,0,0.799675388757203,1.16004262087968
"Cgodm-CLP2359_Cystatin_trinityContig2098_-_CDS","Nontoxin","NT",12.4,29.72,31.23,155.23,13.25,91.53,55.56,56.8164166416714,1.02261369045485,0.166667,"FALSE",411,"411",0,0,0,0,0,1,0,1,-1.14053,-1.14053,0,0.211268,0,0.5,0.299985157136978,0.373124480264829,1,0.311214472665162,0.385313156633581,16.0874074274528
"Cgodm-CLP2359_CytB-c1-9_trinityContig21203_-_CDS","Nontoxin","NT",215.09,328.82,469.96,334.55,294.06,504.06,357.7567,109.34457145495,0.305639479162654,0.318181666666667,"FALSE",189,"63",0,0,0,0,0,0,3,3,-0.128358,0,-0.128358,0.230228833333333,0,0.5,0,0,0,0,0.00702374974527685,1.14668082414081
"Cgodm-CLP2359_CytCO6A1_trinityContig33399_-_CDS","Nontoxin","NT",56.61,112.54,103.7,347.25,85.26,290.09,165.9083,121.222292903024,0.730658399266489,0.545455,"FALSE",327,"327",0,0,0,0,0,0,1,1,1.48617,0,1.48617,0.143508,0,0.5,0,0,0,0,4.81862576672505e-05,1.08439995000876
"Cgodm-CLP2359_CytCO7A2_trinityContig37436_-_CDS","Nontoxin","NT",14.85,21.11,35.77,41.47,27.85,52.64,32.2817,13.8518192547646,0.429092001188431,0,"FALSE",249,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.735741238999924,0.939177323751216,1,0.765544827823821,0.951764247730026,16.1783417577306
"Cgodm-CLP2359_CytCO7C_trinityContig8923_-_CDS","Nontoxin","NT",162.43,352.28,335.41,1204.03,280.97,370.19,450.885,376.529916460831,0.835090802445924,0.30303,"FALSE",192,"64",0,0,0,0,0,1,2,3,-0.278451,-0.194921,-0.248047,0.6,0,0.5,0,0,0,0,0,1.00156427847479
"Cgodm-CLP2359_CytCOVIIb_trinityContig36695_-_CDS","Nontoxin","NT",119.28,213.89,170.75,406.63,136.16,311.9,226.435,111.950408797824,0.494404172490226,0.348485,"FALSE",240,"120",0,0,0,0,0,1,1,2,0.153065,-1.14053,1.3811,0.051788,0,0.5,0,0,0,0,0,1.00232971135039
"Cgodm-CLP2359_Derlin2_ngenContig554_-_CDS","Nontoxin","NT",23.97,93.93,85.69,110.22,76.98,97.73,81.42,30.2998521448538,0.372142620300341,0.166667,"FALSE",720,"360",0,0,0,0,0,0,2,2,-1.45138,0,-1.45138,-0.123967,0,0.5,0.461758841385165,0.939897912518937,1,0.484638828426562,0.941608396021972,2.77180675933419
"Cgodm-CLP2359_Dimethylaminohydrolase1_trinityContig38027_-_CDS","Nontoxin","NT",29.21,21.83,17.62,25.16,19.72,36.02,24.9267,6.80513825477974,0.273005983735502,0.274891857142857,"FALSE",861,"123",0,0,0,0,0,1,6,7,-0.664715,-1.14053,-0.440064,0.142751714285714,0,0.5,0,0,0,0,0,1.00233000416703
"Cgodm-CLP2359_dsRNAStauf1_trinityContig18101_-_CDS","Nontoxin","NT",17.18,30.12,24.97,36.55,38.25,46.83,32.3167,10.5040938051155,0.325036089858047,0.20075775,"FALSE",1995,"498",0,0,0,0,0,1,3,4,-1.38479,-1.14053,-1.17901,-0.080263375,0,0.5,0,0,0,0,0,1.00156398599374
"Cgodm-CLP2359_EF-B2_trinityContig31567_-_CDS","Nontoxin","NT",32.07,80.57,71.38,135.9,63.6,200.56,97.3467,60.8193336585223,0.624770368780065,0.409091,"FALSE",360,"120",0,0,0,0,0,1,2,3,0.772199,-1.14053,1.75751,0.120673933333333,0,0.5,0,0,0,0,0,1.00156164614991
"Cgodm-CLP2359_EF1_trinityContig1340_-_CDS","Nontoxin","NT",15.64,40.52,25.24,92.51,23.59,72.31,44.9683,30.7699719965207,0.684259178054778,0,"FALSE",252,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.185780651889826,0.939177323751216,1,0.193306300672606,0.951764247730026,15.6137790791036
"Cgodm-CLP2359_ElongFattyAcid5_trinityContig8794_-_CDS","Nontoxin","NT",8.58,17.84,20.97,47.23,16.99,24.5,22.685,13.1419218533668,0.579322100655358,0.386363833333333,"FALSE",888,"148",0,0,0,0,0,0,6,6,0.636019,0,0.636019,0.323091216666667,0,0.5,0,0,0,0,0,1.00156398599374
"Cgodm-CLP2359_EpithelCellAdh_trinityContig14305_-_CDS","Nontoxin","NT",37.88,77.61,85.51,421.98,74.58,209.37,151.155,145.016037837199,0.95938631098673,0.166667,"FALSE",930,"930",0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.156682518506352,0.197485257693589,1,0.163294528699715,0.254850395548599,3.35079432650129
"Cgodm-CLP2359_ER44_trinityContig28153_-_CDS","Nontoxin","NT",13.68,37.36,34.92,49.89,42.52,47.61,37.6633,13.0754191774745,0.347166052296916,0.393939,"FALSE",1218,"609",0,0,0,0,0,2,0,2,0.554178,0.554178,0,0.6923075,0.635657834648555,0.363863639640581,0.994979190980628,1,1,0.99936843311882,1,24.1048102821775
"Cgodm-CLP2359_ETS_trinityContig20171_-_CDS","Nontoxin","NT",37.67,32.8,19.77,95.64,41.75,101.26,54.815,34.6446998832433,0.632029551824196,0.2954545,"FALSE",906,"151",0,0,0,0,0,0,6,6,-0.410981,0,-0.410981,0.0843176666666667,0,0.5,0,0,0,0,0.800270398739792,1.18043222061423
"Cgodm-CLP2359_FAM3C_trinityContig6057_-_CDS","Nontoxin","NT",18,31.41,26.92,43.03,26.52,48.69,32.4283,11.4131598020297,0.351950604935495,0.166667,"FALSE",684,"684",0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.671811553582175,0.763125745331285,1,0.699254628296871,0.794386325346932,1.58160964509288
"Cgodm-CLP2359_Follistatin1_trinityContig36918_-_CDS","Nontoxin","NT",6.28,19.52,13.96,11.38,11.88,26.71,14.955,7.1763660720451,0.479863996793387,0.23106075,"FALSE",948,"118",0,0,0,0,0,2,6,8,-1.20688,-1.45138,-0.905398,0.174297625,0,0.5,0,0,0,0.928459152438804,0.253828812437772,1
"Cgodm-CLP2359_FumarylacetoacetateHyd2A_trinityContig34358_-_CDS","Nontoxin","NT",51.57,52.89,54.91,89.29,56.89,200.37,84.32,58.6004501689194,0.694976875817355,0.2954546,"FALSE",963,"48",0,0,0,0,0,8,12,20,-0.473353,-0.293296,-0.548812,0.072057335,0,0.5,0,0,0,0.151369119145113,0.292217570052146,1.00351230356367
"Cgodm-CLP2359_GH-TMP_trinityContig26982_-_CDS","Nontoxin","NT",11.5,12.48,14.32,45.04,18.43,27.29,21.51,12.8840428437661,0.598979211704606,0.263955421052632,"FALSE",1047,"55",0,0,0,0,0,1,18,19,-0.887921,-0.194921,-0.91291,0.298786431578947,0,0.5,0,0,0,0,0.00583299481811666,1.12215100657531
"Cgodm-CLP2359_Glutaredoxin1_ngenContig1551_-_CDS","Nontoxin","NT",103.53,288.46,161.74,218.86,91.07,269.27,188.8217,83.5050976687452,0.44224311966657,0.287879,"FALSE",318,"106",0,0,0,0,0,1,2,3,-0.428544,1.3811,-1.45138,0.185648,0,0.5,0,0,0,0.678278455619298,0.721886937613864,14.3922821960645
"Cgodm-CLP2359_Glutaredoxin5_trinityContig25107_-_CDS","Nontoxin","NT",12.84,19.35,24.01,69.8,38.78,26.85,31.9383,20.4561789361226,0.640490537571587,0,"FALSE",477,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.264226787974201,0.36679462467934,1,0.274930699343944,0.389087002443007,2.56050220526
"Cgodm-CLP2359_GProtein-g5_trinityContig2944_-_CDS","Nontoxin","NT",53.12,53.39,57.19,146.05,50.77,82.08,73.7667,37.2535038173145,0.505017898554693,0.484848,"FALSE",207,"207",0,0,0,0,0,1,0,1,1.06589,1.06589,0,1,0.568722182737361,0.376247438112438,0.0421818789177147,0.929354913119063,1,0.0464714756762365,0.997323234082395,147.703070607272
"Cgodm-CLP2359_HAGH_trinityContig4191_-_CDS","Nontoxin","NT",12.68,12.38,13.65,25.92,14.43,28.6,17.9433,7.30234665478616,0.406967874069216,0.380471333333333,"FALSE",924,"102",0,0,0,0,0,2,7,9,0.604705,-0.849715,1.07468,0.429683122222222,0,0.5,0,0,0,0,0.235961322594428,1.06039927358035
"Cgodm-CLP2359_HemeBinding1_trinityContig19326_-_CDS","Nontoxin","NT",10.11,17.32,16.33,39.49,10.26,22.15,19.2767,10.9057263245814,0.56574653984247,0.30303,"FALSE",570,"190",0,0,0,0,0,0,3,3,-0.278451,0,-0.278451,0.384615,0,0.5,0,0,0,0,0,1.00232883290123
"Cgodm-CLP2359_HSP10_trinityContig13655_-_CDS","Nontoxin","NT",10.8,57.37,38.27,140.33,44.97,97.41,64.8583,46.5541561696339,0.717782553191094,0.30681825,"FALSE",309,"77",0,0,0,0,0,2,2,4,-0.258315,-0.0474906,-0.381751,0.10829875,1.58160816202951,0.226740006973467,0,0.0179727928025456,1,0,0.0222438848634358,99.3331226572969
"Cgodm-CLP2359_HyoxiaUpReg1_ngenContig1722_-_CDS","Nontoxin","NT",94.29,167.31,115.2,254.11,173.88,223.2,171.3317,61.0760618955305,0.356478467764754,0.390692785714286,"FALSE",2979,"212",0,0,0,0,0,5,9,14,0.767291,-0.177978,1.24442,0.0841658642857143,0,0.5,0,0,0,0.809347894214267,0.83318664365387,1.0017305490715
"Cgodm-CLP2359_InsulinInd2_trinityContig9784_-_CDS","Nontoxin","NT",5.65,12,9.7,19.36,12.77,16.05,12.5883,4.78958627301635,0.380479196795147,0,"FALSE",678,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.53251116721799,0.615052270444871,1,0.554822618045118,0.635235724392416,3.60595356030858
"Cgodm-CLP2359_KishA_trinityContig20516_-_CDS","Nontoxin","NT",28.7,72.44,40.99,235.52,23.91,79.33,80.1483,79.4273241187607,0.99100447693539,0,"FALSE",219,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.193594915211465,0.262992496866912,1,0.214371012331261,0.27364586224506,1.49184723571008
"Cgodm-CLP2359_KishB_trinityContig15399_-_CDS","Nontoxin","NT",29.84,82.03,56.11,172.25,50.01,125.19,85.905,53.5411302644985,0.623259766771416,0.166667,"FALSE",225,"112",0,0,0,0,0,1,1,2,-1.45138,-1.14053,-1.14053,0.0436505,0,0.5,0,0,0,0,0,1.00232444067275
"Cgodm-CLP2359_LeukemiaInh_trinityContig18142_-_CDS","Nontoxin","NT",10.85,16.91,12.88,17.63,9.68,20.45,14.7333,4.23934271634963,0.287738844410256,0.279461222222222,"FALSE",3288,"182",0,0,0,0,0,11,7,18,-0.680233,-0.958937,-0.153127,0.240062972222222,-0.000252919102422311,0.5,0.533531832403156,0.998518454152611,1,0.523133230324281,0.892751935947347,2.98787748412359
"Cgodm-CLP2359_LOC100567767_trinityContig29655_-_CDS","Nontoxin","NT",35.43,82.03,75.75,229.66,47.63,175.26,107.6267,77.3946666551815,0.719102849526944,0.409091,"FALSE",225,"225",0,0,0,0,0,1,0,1,0.540555,0.540555,0,0.0267062,0,0.5,0,0,0,0.836287390252734,1,2.61330468994745
"Cgodm-CLP2359_MaleEnh1_trinityContig32092_-_CDS","Nontoxin","NT",18.99,19.22,19.67,29.37,16.24,42.81,24.3833,10.0864893132679,0.413663831936935,0.2939394,"FALSE",540,"108",0,0,0,0,0,0,5,5,-0.414115,0,-0.414115,0.3611054,0,0.5,0,0,0,0,0,1.17042018996797
"Cgodm-CLP2359_MalignantTCell_trinityContig35453_-_CDS","Nontoxin","NT",20.95,36.15,32.02,116.59,39.93,69.96,52.6,35.3623528628964,0.672288077241377,0.393939,"FALSE",546,"136",0,0,0,0,0,0,4,4,0.667001,0,0.667001,0.418255025,0,0.5,0,0,0,0,0,1.00269154388294
"Cgodm-CLP2359_MemSpanning4-2_trinityContig39275_-_CDS","Nontoxin","NT",23.93,53.1,56.04,68.26,33.54,86.94,53.635,22.8708545970631,0.426416604774178,0.370129857142857,"FALSE",783,"111",0,0,0,0,0,3,4,7,0.460778,0.672137,0.184228,0.244762428571429,8.45311826475699,0.00730127482227183,1.41200519523807e-05,1.41356268614934e-05,1,0,0,230.267925046739
"Cgodm-CLP2359_MethylsterolOx_ngenContig468_-_CDS","Nontoxin","NT",21.28,81.78,165.39,127.09,54.76,37.22,81.2533,55.5299701662685,0.68341802937565,0.20075775,"FALSE",894,"223",0,0,0,0,0,2,2,4,-1.38479,-1.45138,-0.849715,0.08698725,0,0.5,0,0,0,0,0,1.00155813639954
"Cgodm-CLP2359_MicrotubuleReg1_trinityContig39440_-_CDS","Nontoxin","NT",5.32,8.7,15.3,11.13,10.2,8.82,9.9117,3.2968131076339,0.332618330622789,0.354978428571429,"FALSE",948,"135",0,0,0,0,0,2,5,7,0.281723,0.219917,0.260561,0.261728314285714,0,0.5,0,0,0,0.194763114798357,0.219557145855493,1.74688631618368
"Cgodm-CLP2359_mOxoisovalerateDH-b_trinityContig32982_-_CDS","Nontoxin","NT",9.32,20.26,21.88,39.13,17.87,30.65,23.185,10.3991860258388,0.448530775321922,0.20075775,"FALSE",1116,"139",0,0,0,0,0,0,8,8,-1.57231,0,-1.57231,0.03627025,0,0.5,0.189967912611807,0.372895152754392,1,0.197655771676948,0.319737275271271,1.47193021913782
"Cgodm-CLP2359_mRp63_trinityContig19999_-_CDS","Nontoxin","NT",8.87,15.11,8.19,87.78,9.07,38.55,27.9283,31.5208187816666,1.1286336361922,0,"FALSE",315,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.28517647544433,0.93992443966492,1,0.291889260737982,0.939245298184921,15.6363560689792
"Cgodm-CLP2359_mRpL33_trinityContig6890_-_CDS","Nontoxin","NT",11.38,16.64,23.6,44.56,11.62,17.4,20.8667,12.4436757699109,0.596341336670909,0.469697,"FALSE",201,"100",0,0,0,0,0,0,2,2,1.2227,0,1.2227,-0.1495905,0,0.5,0,0,0,0,0.00631074686952146,1.13297768364498
"Cgodm-CLP2359_NADH-DH1a-7_trinityContig17273_-_CDS","Nontoxin","NT",10.21,13.83,10.77,24.22,19.7,49.55,21.38,14.8241721522654,0.693366330788838,0.3636364,"FALSE",348,"69",0,0,0,0,0,1,4,5,0.361763,-0.194921,0.506077,0.06379224,0,0.5,0,0,0,0.583441298449557,0.614038344985005,1.00156486343729
"Cgodm-CLP2359_NADHDehydro-1a1_trinityContig25020_-_CDS","Nontoxin","NT",31.29,94.3,51.91,240.63,19.37,139.23,96.1217,83.4181516018346,0.867838912564329,0.166667,"FALSE",201,"100",0,0,0,0,0,0,2,2,-1.45138,0,-1.45138,0.211268,0,0.5,0,0,0,0,0.0063581738388893,1.11700408472938
"Cgodm-CLP2359_NADHDehydro-1b1_trinityContig21576_-_CDS","Nontoxin","NT",88.84,151.18,116.9,282.3,66.43,144.59,141.7067,76.0807133685448,0.536888611255112,0.287879,"FALSE",174,"58",0,0,0,0,0,0,3,3,-0.428544,0,-0.428544,-0.161235333333333,0,0.5,0,0,0,0,0.10223969095891,1.09355968046316
"Cgodm-CLP2359_NDUFV3_trinityContig40180_-_CDS","Nontoxin","NT",25.24,36.31,61.86,98.43,52.3,50.03,54.0283,25.2765673434244,0.467839397934497,0.2424244,"FALSE",306,"61",0,0,0,0,0,5,0,5,-0.98759,-0.98759,0,0.1602507,1.05191660961737,0.295494372767705,0.919362199920232,1,1,0.99936843311882,1,28.1117049176326
"Cgodm-CLP2359_NOXP20_ngenContig1191_-_CDS","Nontoxin","NT",33.16,32.18,68.58,78.92,64.2,66.36,57.2333,19.6879848300091,0.343995276002066,0.32363636,"FALSE",1671,"66",0,0,0,0,0,7,18,25,-0.100948,0.179405,-0.214877,0.283750948,0,0.5,0,0,0,0.8796573483408,0.219436248581265,1.04117152063704
"Cgodm-CLP2359_NucRibonucleoproteinG_trinityContig22338_-_CDS","Nontoxin","NT",35.84,83.27,100.6,424.27,96.75,129.38,145.0183,140.186758492615,0.966683228893282,0.29166675,"FALSE",231,"57",0,0,0,0,0,0,4,4,-0.419239,0,-0.419239,0.107321875,0,0.5,0,0,0,0,0.147903833941946,1.35193950221466
"Cgodm-CLP2359_PhosGlycBioF_trinityContig36958_-_CDS","Nontoxin","NT",7.38,16.51,17.75,9.64,7.19,15.48,12.325,4.79435814265059,0.388994575468608,0.292929333333333,"FALSE",660,"220",0,0,0,0,0,1,2,3,-0.378513,0.540555,-0.849715,0.349729166666667,0.658156049417357,0.359793434493126,0.0182617324379502,0.0245113806471555,1,0.0222579814855315,0.028514796628661,74.0292335907573
"Cgodm-CLP2359_PhosphatidylNtransP_trinityContig24256_-_CDS","Nontoxin","NT",3.83,2.16,3.9,5.91,4.63,3.73,4.0267,1.22785449735165,0.304928228413253,0.409091,"FALSE",393,"393",0,0,0,0,0,0,1,1,0.540555,0,0.540555,0.787072,0,0.5,0,0,0,0,0,1.0023259047457
"Cgodm-CLP2359_PituitaryHOX_trinityContig31898_-_CDS","Nontoxin","NT",10.28,10.97,7.85,9.77,16.1,12.57,11.2567,2.82964073102341,0.251373913404764,0.338383666666667,"FALSE",1038,"346",0,0,0,0,0,2,1,3,0.0717655,0.219917,-0.194921,0.0440475,0,0.5,0,0,0,0.378979377843533,0.146933143434251,1.15470646016277
"Cgodm-CLP2359_Proteasome-b3_trinityContig10937_-_CDS","Nontoxin","NT",20.42,36.93,44.53,112.86,65.57,62.4,57.1183,31.9976958024584,0.560200422674667,0.545455,"FALSE",618,"618",0,0,0,0,0,0,1,1,1.48617,0,1.48617,0.529412,0,0.5,0,0,0,0,0,1.00156398599374
"Cgodm-CLP2359_Qil1_trinityContig19298_-_CDS","Nontoxin","NT",5.8,1,11.67,23.51,6.38,24.92,12.2133,9.90218898358675,0.810770961458962,0.20075775,"FALSE",336,"84",0,0,0,0,0,0,4,4,-1.38479,0,-1.38479,0.308451,0,0.5,0,0,0,0,0,1.07481627659588
"Cgodm-CLP2359_RibonucleaseH1_trinityContig1202_-_CDS","Nontoxin","NT",5.65,16.44,16.04,33.6,20.11,23.27,19.185,9.2299225348862,0.48110099217546,0.25757575,"FALSE",885,"110",0,0,0,0,0,4,4,8,-0.887125,-0.177853,-1.38479,0.280916125,-0.000956178047999856,0.5,0.194687658124628,0.299478617562834,1,0.194543678099554,0.194298866714538,1.00169486609444
