ID,class,toxin_family,Cgodm.CLP2359,Cgodm.CLP2360,Cgodm.CLP2362,Cgodm.CLP2377,Cgodm.CLP2378,Cgodm.CLP2388,average_tpm,stdev_tpm,bcv_tpm,pi,diff_exprs,length,Variant_rate,High_impact,Low_impact,Moderate_impact,Missense,Nonsense,Total_Nonsynonymous,Synonymous,Total_variants,tajimasD,tajimasD_nonsyn,tajimasD_synon,SPvNP,LRT,p_value,CW1,CW2,CW3,UCW1,UCW2,UCW3
Cgodm-CLP2359_C1orf43-2_trinityContig22831_-_CDS,Nontoxin,NT,7.76,8.81,8.64,22.43,20.54,19.85,14.6717,6.927560658,0.47217164,0.2545456,FALSE,855,85,0,0,0,0,0,2,8,10,-0.951596,-1.45138,-0.658729,-0.02357288,-0.000560787,0.5,0.020669948,0.094983631,1,0.003108207,0.117633185,1.127404751
Cgodm-CLP2359_C2orf64_trinityContig31030_-_CDS,Nontoxin,NT,35.66,68.13,37.16,182.36,33.91,56.66,68.98,57.20169403,0.829250421,0,FALSE,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.48393149,0.727965317,1,0.53534706,0.757453917,1.377546669
Cgodm-CLP2359_C7orf59_trinityContig25201_-_CDS,Nontoxin,NT,26.96,12.21,19.1,72.76,33.88,51.39,36.05,22.47631998,0.623476282,0.166667,FALSE,321,321,0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.45417778,0.521121793,1,0.472575725,0.54211747,4.232069623
Cgodm-CLP2359_CaRegHSP1_trinityContig12292_-_CDS,Nontoxin,NT,3.11,1.73,1.34,6.26,11.14,4.45,4.6717,3.64975296,0.781247289,0.4272728,FALSE,444,88,0,0,0,0,0,2,3,5,1.07017,0.153065,1.47263,0.42946964,3.767583663,0.076006303,0,0,1,0,0,6146.74709
Cgodm-CLP2359_CaUptake-1_trinityContig29315_-_CDS,Nontoxin,NT,5.84,8.07,9.97,16.39,8.81,13.6,10.4467,3.874081396,0.370842601,0.2075759,FALSE,1443,144,0,0,0,0,0,3,7,10,-1.53514,-1.17901,-1.48326,0.06681725,0.073170542,0.482037941,0.127728962,1,1,0,0,5.335811682
Cgodm-CLP2359_Ccd115_trinityContig22347_-_CDS,Nontoxin,NT,6.28,6.7,8.52,26.16,7.97,10.25,10.98,7.56948347,0.689388294,0.3030302,FALSE,627,62,0,0,0,0,0,5,5,10,-0.349224,0.901504,-1.52733,0.15871765,0,0.5,0,0,0,0.585182499,0.715891518,11.38819147
Cgodm-CLP2359_Ccd13_trinityContig18076_-_CDS,Nontoxin,NT,6.37,5.92,10.49,4.2,16.68,17.93,10.265,5.844473458,0.569359324,0.3295455,FALSE,288,36,0,0,0,0,0,1,7,8,-0.0192204,-0.194921,0.0259286,0.04918005,0,0.5,0,0,0,0,0.006361049,1.121789675
Cgodm-CLP2359_CCDC126_trinityContig26970_-_CDS,Nontoxin,NT,7.43,10.43,9.6,16.02,11.67,9.28,10.7383,2.940295337,0.273813857,0,FALSE,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.235479712,0.939177324,1,0.245185825,0.951764248,1.44307503
Cgodm-CLP2359_CD59_trinityContig30170_-_CDS,Nontoxin,NT,15.57,30.94,19,47.06,18.61,72.24,33.9033,22.10740027,0.652072225,0.424242,FALSE,369,123,0,0,0,0,0,1,2,3,0.922292,1.06589,0.554178,0.498575333,0,0.5,0,0,0,0.312680016,0.517573794,1.001563694
Cgodm-CLP2359_CellDeath10_trinityContig39653_-_CDS,Nontoxin,NT,7.48,22.82,19.34,43.45,19.98,22.45,22.5867,11.66960782,0.516658379,0.29545475,FALSE,639,159,0,0,0,0,0,0,4,4,-0.379008,0,-0.379008,0.154222875,0,0.5,0,0,0,0,0,1.002330004
Cgodm-CLP2359_CitrateSyn_trinityContig30108_-_CDS,Nontoxin,NT,17.12,20.43,32.27,34.63,36.11,67.41,34.6617,17.8354842,0.514558842,0.346591,FALSE,1410,176,0,0,0,0,0,1,7,8,0.186336,-1.14053,0.486358,0.11235265,0,0.5,0,0,0,0,0,1.002323855
Cgodm-CLP2359_Claudin4-1_trinityContig30844_-_CDS,Nontoxin,NT,74.09,87.84,85.76,102.86,103.01,155.72,101.5467,28.73874156,0.283010098,0.166667,FALSE,645,322,0,0,0,0,0,1,1,2,-1.45138,-1.14053,-1.14053,0.211268,0.327149738,0.424551462,0.024565819,0.928968495,1,0.028841951,0.999368433,57.25731394
Cgodm-CLP2359_ConsPlaMem_trinityContig22625_-_CDS,Nontoxin,NT,9.08,5.43,13.16,10.21,6.32,18.48,10.4467,4.816985226,0.461101135,0.261364,FALSE,405,101,0,0,0,0,0,0,4,4,-0.741088,0,-0.741088,0.06670225,0,0.5,0,0,0,0,0.799675389,1.160042621
Cgodm-CLP2359_Cystatin_trinityContig2098_-_CDS,Nontoxin,NT,12.4,29.72,31.23,155.23,13.25,91.53,55.56,56.81641664,1.02261369,0.166667,FALSE,411,411,0,0,0,0,0,1,0,1,-1.14053,-1.14053,0,0.211268,0,0.5,0.299985157,0.37312448,1,0.311214473,0.385313157,16.08740743
Cgodm-CLP2359_CytB-c1-9_trinityContig21203_-_CDS,Nontoxin,NT,215.09,328.82,469.96,334.55,294.06,504.06,357.7567,109.3445715,0.305639479,0.318181667,FALSE,189,63,0,0,0,0,0,0,3,3,-0.128358,0,-0.128358,0.230228833,0,0.5,0,0,0,0,0.00702375,1.146680824
Cgodm-CLP2359_CytCO6A1_trinityContig33399_-_CDS,Nontoxin,NT,56.61,112.54,103.7,347.25,85.26,290.09,165.9083,121.2222929,0.730658399,0.545455,FALSE,327,327,0,0,0,0,0,0,1,1,1.48617,0,1.48617,0.143508,0,0.5,0,0,0,0,4.82E-05,1.08439995
Cgodm-CLP2359_CytCO7A2_trinityContig37436_-_CDS,Nontoxin,NT,14.85,21.11,35.77,41.47,27.85,52.64,32.2817,13.85181925,0.429092001,0,FALSE,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.735741239,0.939177324,1,0.765544828,0.951764248,16.17834176
Cgodm-CLP2359_CytCO7C_trinityContig8923_-_CDS,Nontoxin,NT,162.43,352.28,335.41,1204.03,280.97,370.19,450.885,376.5299165,0.835090802,0.30303,FALSE,192,64,0,0,0,0,0,1,2,3,-0.278451,-0.194921,-0.248047,0.6,0,0.5,0,0,0,0,0,1.001564278
Cgodm-CLP2359_CytCOVIIb_trinityContig36695_-_CDS,Nontoxin,NT,119.28,213.89,170.75,406.63,136.16,311.9,226.435,111.9504088,0.494404172,0.348485,FALSE,240,120,0,0,0,0,0,1,1,2,0.153065,-1.14053,1.3811,0.051788,0,0.5,0,0,0,0,0,1.002329711
Cgodm-CLP2359_Derlin2_ngenContig554_-_CDS,Nontoxin,NT,23.97,93.93,85.69,110.22,76.98,97.73,81.42,30.29985214,0.37214262,0.166667,FALSE,720,360,0,0,0,0,0,0,2,2,-1.45138,0,-1.45138,-0.123967,0,0.5,0.461758841,0.939897913,1,0.484638828,0.941608396,2.771806759
Cgodm-CLP2359_Dimethylaminohydrolase1_trinityContig38027_-_CDS,Nontoxin,NT,29.21,21.83,17.62,25.16,19.72,36.02,24.9267,6.805138255,0.273005984,0.274891857,FALSE,861,123,0,0,0,0,0,1,6,7,-0.664715,-1.14053,-0.440064,0.142751714,0,0.5,0,0,0,0,0,1.002330004
Cgodm-CLP2359_dsRNAStauf1_trinityContig18101_-_CDS,Nontoxin,NT,17.18,30.12,24.97,36.55,38.25,46.83,32.3167,10.50409381,0.32503609,0.20075775,FALSE,1995,498,0,0,0,0,0,1,3,4,-1.38479,-1.14053,-1.17901,-0.080263375,0,0.5,0,0,0,0,0,1.001563986
Cgodm-CLP2359_EF-B2_trinityContig31567_-_CDS,Nontoxin,NT,32.07,80.57,71.38,135.9,63.6,200.56,97.3467,60.81933366,0.624770369,0.409091,FALSE,360,120,0,0,0,0,0,1,2,3,0.772199,-1.14053,1.75751,0.120673933,0,0.5,0,0,0,0,0,1.001561646
Cgodm-CLP2359_EF1_trinityContig1340_-_CDS,Nontoxin,NT,15.64,40.52,25.24,92.51,23.59,72.31,44.9683,30.769972,0.684259178,0,FALSE,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.185780652,0.939177324,1,0.193306301,0.951764248,15.61377908
Cgodm-CLP2359_ElongFattyAcid5_trinityContig8794_-_CDS,Nontoxin,NT,8.58,17.84,20.97,47.23,16.99,24.5,22.685,13.14192185,0.579322101,0.386363833,FALSE,888,148,0,0,0,0,0,0,6,6,0.636019,0,0.636019,0.323091217,0,0.5,0,0,0,0,0,1.001563986
Cgodm-CLP2359_EpithelCellAdh_trinityContig14305_-_CDS,Nontoxin,NT,37.88,77.61,85.51,421.98,74.58,209.37,151.155,145.0160378,0.959386311,0.166667,FALSE,930,930,0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.156682519,0.197485258,1,0.163294529,0.254850396,3.350794327
Cgodm-CLP2359_ER44_trinityContig28153_-_CDS,Nontoxin,NT,13.68,37.36,34.92,49.89,42.52,47.61,37.6633,13.07541918,0.347166052,0.393939,FALSE,1218,609,0,0,0,0,0,2,0,2,0.554178,0.554178,0,0.6923075,0.635657835,0.36386364,0.994979191,1,1,0.999368433,1,24.10481028
Cgodm-CLP2359_ETS_trinityContig20171_-_CDS,Nontoxin,NT,37.67,32.8,19.77,95.64,41.75,101.26,54.815,34.64469988,0.632029552,0.2954545,FALSE,906,151,0,0,0,0,0,0,6,6,-0.410981,0,-0.410981,0.084317667,0,0.5,0,0,0,0,0.800270399,1.180432221
Cgodm-CLP2359_FAM3C_trinityContig6057_-_CDS,Nontoxin,NT,18,31.41,26.92,43.03,26.52,48.69,32.4283,11.4131598,0.351950605,0.166667,FALSE,684,684,0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.671811554,0.763125745,1,0.699254628,0.794386325,1.581609645
Cgodm-CLP2359_Follistatin1_trinityContig36918_-_CDS,Nontoxin,NT,6.28,19.52,13.96,11.38,11.88,26.71,14.955,7.176366072,0.479863997,0.23106075,FALSE,948,118,0,0,0,0,0,2,6,8,-1.20688,-1.45138,-0.905398,0.174297625,0,0.5,0,0,0,0.928459152,0.253828812,1
Cgodm-CLP2359_FumarylacetoacetateHyd2A_trinityContig34358_-_CDS,Nontoxin,NT,51.57,52.89,54.91,89.29,56.89,200.37,84.32,58.60045017,0.694976876,0.2954546,FALSE,963,48,0,0,0,0,0,8,12,20,-0.473353,-0.293296,-0.548812,0.072057335,0,0.5,0,0,0,0.151369119,0.29221757,1.003512304
Cgodm-CLP2359_GH-TMP_trinityContig26982_-_CDS,Nontoxin,NT,11.5,12.48,14.32,45.04,18.43,27.29,21.51,12.88404284,0.598979212,0.263955421,FALSE,1047,55,0,0,0,0,0,1,18,19,-0.887921,-0.194921,-0.91291,0.298786432,0,0.5,0,0,0,0,0.005832995,1.122151007
Cgodm-CLP2359_Glutaredoxin1_ngenContig1551_-_CDS,Nontoxin,NT,103.53,288.46,161.74,218.86,91.07,269.27,188.8217,83.50509767,0.44224312,0.287879,FALSE,318,106,0,0,0,0,0,1,2,3,-0.428544,1.3811,-1.45138,0.185648,0,0.5,0,0,0,0.678278456,0.721886938,14.3922822
Cgodm-CLP2359_Glutaredoxin5_trinityContig25107_-_CDS,Nontoxin,NT,12.84,19.35,24.01,69.8,38.78,26.85,31.9383,20.45617894,0.640490538,0,FALSE,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.264226788,0.366794625,1,0.274930699,0.389087002,2.560502205
Cgodm-CLP2359_GProtein-g5_trinityContig2944_-_CDS,Nontoxin,NT,53.12,53.39,57.19,146.05,50.77,82.08,73.7667,37.25350382,0.505017899,0.484848,FALSE,207,207,0,0,0,0,0,1,0,1,1.06589,1.06589,0,1,0.568722183,0.376247438,0.042181879,0.929354913,1,0.046471476,0.997323234,147.7030706
Cgodm-CLP2359_HAGH_trinityContig4191_-_CDS,Nontoxin,NT,12.68,12.38,13.65,25.92,14.43,28.6,17.9433,7.302346655,0.406967874,0.380471333,FALSE,924,102,0,0,0,0,0,2,7,9,0.604705,-0.849715,1.07468,0.429683122,0,0.5,0,0,0,0,0.235961323,1.060399274
Cgodm-CLP2359_HemeBinding1_trinityContig19326_-_CDS,Nontoxin,NT,10.11,17.32,16.33,39.49,10.26,22.15,19.2767,10.90572632,0.56574654,0.30303,FALSE,570,190,0,0,0,0,0,0,3,3,-0.278451,0,-0.278451,0.384615,0,0.5,0,0,0,0,0,1.002328833
Cgodm-CLP2359_HSP10_trinityContig13655_-_CDS,Nontoxin,NT,10.8,57.37,38.27,140.33,44.97,97.41,64.8583,46.55415617,0.717782553,0.30681825,FALSE,309,77,0,0,0,0,0,2,2,4,-0.258315,-0.0474906,-0.381751,0.10829875,1.581608162,0.226740007,0,0.017972793,1,0,0.022243885,99.33312266
Cgodm-CLP2359_HyoxiaUpReg1_ngenContig1722_-_CDS,Nontoxin,NT,94.29,167.31,115.2,254.11,173.88,223.2,171.3317,61.0760619,0.356478468,0.390692786,FALSE,2979,212,0,0,0,0,0,5,9,14,0.767291,-0.177978,1.24442,0.084165864,0,0.5,0,0,0,0.809347894,0.833186644,1.001730549
Cgodm-CLP2359_InsulinInd2_trinityContig9784_-_CDS,Nontoxin,NT,5.65,12,9.7,19.36,12.77,16.05,12.5883,4.789586273,0.380479197,0,FALSE,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.532511167,0.61505227,1,0.554822618,0.635235724,3.60595356
Cgodm-CLP2359_KishA_trinityContig20516_-_CDS,Nontoxin,NT,28.7,72.44,40.99,235.52,23.91,79.33,80.1483,79.42732412,0.991004477,0,FALSE,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.193594915,0.262992497,1,0.214371012,0.273645862,1.491847236
Cgodm-CLP2359_KishB_trinityContig15399_-_CDS,Nontoxin,NT,29.84,82.03,56.11,172.25,50.01,125.19,85.905,53.54113026,0.623259767,0.166667,FALSE,225,112,0,0,0,0,0,1,1,2,-1.45138,-1.14053,-1.14053,0.0436505,0,0.5,0,0,0,0,0,1.002324441
Cgodm-CLP2359_LeukemiaInh_trinityContig18142_-_CDS,Nontoxin,NT,10.85,16.91,12.88,17.63,9.68,20.45,14.7333,4.239342716,0.287738844,0.279461222,FALSE,3288,182,0,0,0,0,0,11,7,18,-0.680233,-0.958937,-0.153127,0.240062972,-0.000252919,0.5,0.533531832,0.998518454,1,0.52313323,0.892751936,2.987877484
Cgodm-CLP2359_LOC100567767_trinityContig29655_-_CDS,Nontoxin,NT,35.43,82.03,75.75,229.66,47.63,175.26,107.6267,77.39466666,0.71910285,0.409091,FALSE,225,225,0,0,0,0,0,1,0,1,0.540555,0.540555,0,0.0267062,0,0.5,0,0,0,0.83628739,1,2.61330469
Cgodm-CLP2359_MaleEnh1_trinityContig32092_-_CDS,Nontoxin,NT,18.99,19.22,19.67,29.37,16.24,42.81,24.3833,10.08648931,0.413663832,0.2939394,FALSE,540,108,0,0,0,0,0,0,5,5,-0.414115,0,-0.414115,0.3611054,0,0.5,0,0,0,0,0,1.17042019
Cgodm-CLP2359_MalignantTCell_trinityContig35453_-_CDS,Nontoxin,NT,20.95,36.15,32.02,116.59,39.93,69.96,52.6,35.36235286,0.672288077,0.393939,FALSE,546,136,0,0,0,0,0,0,4,4,0.667001,0,0.667001,0.418255025,0,0.5,0,0,0,0,0,1.002691544
Cgodm-CLP2359_MemSpanning4-2_trinityContig39275_-_CDS,Nontoxin,NT,23.93,53.1,56.04,68.26,33.54,86.94,53.635,22.8708546,0.426416605,0.370129857,FALSE,783,111,0,0,0,0,0,3,4,7,0.460778,0.672137,0.184228,0.244762429,8.453118265,0.007301275,1.41E-05,1.41E-05,1,0,0,230.267925
Cgodm-CLP2359_MethylsterolOx_ngenContig468_-_CDS,Nontoxin,NT,21.28,81.78,165.39,127.09,54.76,37.22,81.2533,55.52997017,0.683418029,0.20075775,FALSE,894,223,0,0,0,0,0,2,2,4,-1.38479,-1.45138,-0.849715,0.08698725,0,0.5,0,0,0,0,0,1.001558136
Cgodm-CLP2359_MicrotubuleReg1_trinityContig39440_-_CDS,Nontoxin,NT,5.32,8.7,15.3,11.13,10.2,8.82,9.9117,3.296813108,0.332618331,0.354978429,FALSE,948,135,0,0,0,0,0,2,5,7,0.281723,0.219917,0.260561,0.261728314,0,0.5,0,0,0,0.194763115,0.219557146,1.746886316
Cgodm-CLP2359_mOxoisovalerateDH-b_trinityContig32982_-_CDS,Nontoxin,NT,9.32,20.26,21.88,39.13,17.87,30.65,23.185,10.39918603,0.448530775,0.20075775,FALSE,1116,139,0,0,0,0,0,0,8,8,-1.57231,0,-1.57231,0.03627025,0,0.5,0.189967913,0.372895153,1,0.197655772,0.319737275,1.471930219
Cgodm-CLP2359_mRp63_trinityContig19999_-_CDS,Nontoxin,NT,8.87,15.11,8.19,87.78,9.07,38.55,27.9283,31.52081878,1.128633636,0,FALSE,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.285176475,0.93992444,1,0.291889261,0.939245298,15.63635607
Cgodm-CLP2359_mRpL33_trinityContig6890_-_CDS,Nontoxin,NT,11.38,16.64,23.6,44.56,11.62,17.4,20.8667,12.44367577,0.596341337,0.469697,FALSE,201,100,0,0,0,0,0,0,2,2,1.2227,0,1.2227,-0.1495905,0,0.5,0,0,0,0,0.006310747,1.132977684
Cgodm-CLP2359_NADH-DH1a-7_trinityContig17273_-_CDS,Nontoxin,NT,10.21,13.83,10.77,24.22,19.7,49.55,21.38,14.82417215,0.693366331,0.3636364,FALSE,348,69,0,0,0,0,0,1,4,5,0.361763,-0.194921,0.506077,0.06379224,0,0.5,0,0,0,0.583441298,0.614038345,1.001564863
Cgodm-CLP2359_NADHDehydro-1a1_trinityContig25020_-_CDS,Nontoxin,NT,31.29,94.3,51.91,240.63,19.37,139.23,96.1217,83.4181516,0.867838913,0.166667,FALSE,201,100,0,0,0,0,0,0,2,2,-1.45138,0,-1.45138,0.211268,0,0.5,0,0,0,0,0.006358174,1.117004085
Cgodm-CLP2359_NADHDehydro-1b1_trinityContig21576_-_CDS,Nontoxin,NT,88.84,151.18,116.9,282.3,66.43,144.59,141.7067,76.08071337,0.536888611,0.287879,FALSE,174,58,0,0,0,0,0,0,3,3,-0.428544,0,-0.428544,-0.161235333,0,0.5,0,0,0,0,0.102239691,1.09355968
Cgodm-CLP2359_NDUFV3_trinityContig40180_-_CDS,Nontoxin,NT,25.24,36.31,61.86,98.43,52.3,50.03,54.0283,25.27656734,0.467839398,0.2424244,FALSE,306,61,0,0,0,0,0,5,0,5,-0.98759,-0.98759,0,0.1602507,1.05191661,0.295494373,0.9193622,1,1,0.999368433,1,28.11170492
Cgodm-CLP2359_NOXP20_ngenContig1191_-_CDS,Nontoxin,NT,33.16,32.18,68.58,78.92,64.2,66.36,57.2333,19.68798483,0.343995276,0.32363636,FALSE,1671,66,0,0,0,0,0,7,18,25,-0.100948,0.179405,-0.214877,0.283750948,0,0.5,0,0,0,0.879657348,0.219436249,1.041171521
Cgodm-CLP2359_NucRibonucleoproteinG_trinityContig22338_-_CDS,Nontoxin,NT,35.84,83.27,100.6,424.27,96.75,129.38,145.0183,140.1867585,0.966683229,0.29166675,FALSE,231,57,0,0,0,0,0,0,4,4,-0.419239,0,-0.419239,0.107321875,0,0.5,0,0,0,0,0.147903834,1.351939502
Cgodm-CLP2359_PhosGlycBioF_trinityContig36958_-_CDS,Nontoxin,NT,7.38,16.51,17.75,9.64,7.19,15.48,12.325,4.794358143,0.388994575,0.292929333,FALSE,660,220,0,0,0,0,0,1,2,3,-0.378513,0.540555,-0.849715,0.349729167,0.658156049,0.359793434,0.018261732,0.024511381,1,0.022257981,0.028514797,74.02923359
Cgodm-CLP2359_PhosphatidylNtransP_trinityContig24256_-_CDS,Nontoxin,NT,3.83,2.16,3.9,5.91,4.63,3.73,4.0267,1.227854497,0.304928228,0.409091,FALSE,393,393,0,0,0,0,0,0,1,1,0.540555,0,0.540555,0.787072,0,0.5,0,0,0,0,0,1.002325905
Cgodm-CLP2359_PituitaryHOX_trinityContig31898_-_CDS,Nontoxin,NT,10.28,10.97,7.85,9.77,16.1,12.57,11.2567,2.829640731,0.251373913,0.338383667,FALSE,1038,346,0,0,0,0,0,2,1,3,0.0717655,0.219917,-0.194921,0.0440475,0,0.5,0,0,0,0.378979378,0.146933143,1.15470646
Cgodm-CLP2359_Proteasome-b3_trinityContig10937_-_CDS,Nontoxin,NT,20.42,36.93,44.53,112.86,65.57,62.4,57.1183,31.9976958,0.560200423,0.545455,FALSE,618,618,0,0,0,0,0,0,1,1,1.48617,0,1.48617,0.529412,0,0.5,0,0,0,0,0,1.001563986
Cgodm-CLP2359_Qil1_trinityContig19298_-_CDS,Nontoxin,NT,5.8,1,11.67,23.51,6.38,24.92,12.2133,9.902188984,0.810770961,0.20075775,FALSE,336,84,0,0,0,0,0,0,4,4,-1.38479,0,-1.38479,0.308451,0,0.5,0,0,0,0,0,1.074816277
Cgodm-CLP2359_RibonucleaseH1_trinityContig1202_-_CDS,Nontoxin,NT,5.65,16.44,16.04,33.6,20.11,23.27,19.185,9.229922535,0.481100992,0.25757575,FALSE,885,110,0,0,0,0,0,4,4,8,-0.887125,-0.177853,-1.38479,0.280916125,-0.000956178,0.5,0.194687658,0.299478618,1,0.194543678,0.194298867,1.001694866
Cgodm-CLP2359_RibonucT2_trinityContig32591_-_CDS,Nontoxin,NT,5.08,9.98,11.32,10.71,10.09,10.15,9.555,2.249255432,0.235400883,0.367424125,FALSE,777,97,0,0,0,0,0,4,4,8,0.437571,0.948619,-0.177853,0.2738655,0,0.5,0,0,0,0.719846182,0.997424013,1.266969935
Cgodm-CLP2359_ROSM1_trinityContig15955_-_CDS,Nontoxin,NT,80.02,77.54,114.56,394.67,65.28,190.18,153.7083,126.472491,0.822808469,0.166667,FALSE,240,240,0,0,0,0,0,0,1,1,-1.14053,0,-1.14053,-0.123967,0,0.5,0.135512165,0.777942052,1,0.141015252,0.894532002,3.144396401
Cgodm-CLP2359_RPABC4_trinityContig29196_-_CDS,Nontoxin,NT,25.42,10.57,38.24,0,15.03,110.75,33.335,40.11066928,1.203259915,0.166667,FALSE,177,88,0,0,0,0,0,0,2,2,-1.45138,0,-1.45138,0.211268,0,0.5,0.445823533,0.575985734,1,0.463879755,0.599317934,2.687022243
Cgodm-CLP2359_RpL36_trinityContig12790_-_CDS,Nontoxin,NT,518.84,1042.14,892.05,2477.98,591.09,1796.53,1219.7717,766.9731057,0.628784145,0.398989667,FALSE,381,127,0,0,0,0,0,1,2,3,0.672137,-0.194921,1.02214,0.539799333,-0.002088156,0.5,0.396637963,0.968341692,1,0.382837338,0.651787055,3.217680131
Cgodm-CLP2359_RpP0_ngenContig1570_-_CDS,Nontoxin,NT,693.59,586.28,1511.35,2196.81,700.12,2932.39,1436.7567,963.1619943,0.67037237,0.331168714,FALSE,948,67,0,0,0,0,0,3,11,14,0.000380781,-0.72873,0.252561,0.457822,0,0.5,0,0,0,0.36995733,0.124768942,1.002331175
Cgodm-CLP2359_RpS10_trinityContig33638_-_CDS,Nontoxin,NT,346.84,742.28,701.79,2277.59,454.19,1404.17,987.81,731.3786112,0.740404138,0.328283,FALSE,498,166,0,0,0,0,0,1,2,3,-0.0282963,-1.14053,0.687882,0.157585733,0,0.5,0,0,0,0,0,1.002325319
